file,method,quantile,events,hits,fp_events,healthy_hours,alarm_healthy,recall,fp_per_hour,tia,delay
valve1\15.csv,F2,0.995,1,0,0,0.07388888888888889,0.0,0.0,0.0,0.0,
valve1\15.csv,F2,0.999,1,0,0,0.07388888888888889,0.0,0.0,0.0,0.0,
valve1\15.csv,F3,0.9,1,1,0,0.07388888888888889,27.0,1.0,0.0,0.10150375939849623,-27.0
valve1\15.csv,F3,0.99,1,1,0,0.07388888888888889,25.0,1.0,0.0,0.09398496240601503,-25.0
valve1\15.csv,F3,0.995,1,1,0,0.07388888888888889,25.0,1.0,0.0,0.09398496240601503,-25.0
valve1\15.csv,F3,0.999,1,1,0,0.07388888888888889,24.0,1.0,0.0,0.09022556390977443,-24.0
valve1\2.csv,F0,0.9,1,0,0,0.07166666666666667,0.0,0.0,0.0,0.0,
valve1\2.csv,F0,0.99,1,0,0,0.07166666666666667,0.0,0.0,0.0,0.0,
valve1\2.csv,F0,0.995,1,0,0,0.07166666666666667,0.0,0.0,0.0,0.0,
valve1\2.csv,F0,0.999,1,0,0,0.07166666666666667,0.0,0.0,0.0,0.0,
valve1\2.csv,F2,0.9,1,1,1,0.07166666666666667,152.00000000000003,1.0,13.953488372093023,0.5891472868217055,-49.0
valve1\2.csv,F2,0.99,1,0,0,0.07166666666666667,0.0,0.0,0.0,0.0,
